-4.4176718,36.7172933,-4.417665,36.7172975,2024-10-03 22:35:00,2024-10-03 22:41:00,SONAR DE BARRIDO LATERAL,LT_014-015
-4.4176718,36.7172933,-4.417665,36.7172975,2024-10-03 22:35:00,2024-10-03 22:41:00,SONDA BIOLOGICA,LT_014-015
-4.4176718,36.7172933,-4.417665,36.7172975,2024-10-03 22:35:00,2024-10-03 22:41:00,SONDA BIOLOGICA,LT_014-015
-4.4176718,36.7172933,-4.417665,36.7172975,2024-10-03 22:35:00,2024-10-03 22:41:00,SONDA BIOLOGICA,LT_014-015
-3.4797465,36.6386877,-3.4796465,36.6387877,2024-12-03 23:14:00,2024-12-03 23:14:00,SONDA MULTIHAZ,recovery_SMD_DV02_B02
-3.4797465,36.6386877,-3.4796465,36.6387877,2024-12-03 23:14:00,2024-12-03 23:14:00,SONDA MULTIHAZ,recovery_SMD_DV02_B02
-3.4797465,36.6386877,-3.4796465,36.6387877,2024-12-03 23:14:00,2024-12-03 23:14:00,SVP,recovery_SMD_DV02_B02
-3.4797465,36.6386877,-3.4796465,36.6387877,2024-12-03 23:14:00,2024-12-03 23:14:00,TRAMPA SEDIMENTO,recovery_SMD_DV02_B02
-3.4797465,36.6386877,-3.4796465,36.6387877,2024-12-03 23:14:00,2024-12-03 23:14:00,TRAMPA SEDIMENTO,recovery_SMD_DV02_B02
-3.4797465,36.6386877,-3.4796465,36.6387877,2024-12-03 23:14:00,2024-12-03 23:14:00,XBT,recovery_SMD_DV02_B02
-3.4797465,36.6386877,-3.4796465,36.6387877,2024-12-03 23:14:00,2024-12-03 23:14:00,XBT,recovery_SMD_DV02_B02
-3.4797465,36.6386877,-3.4796465,36.6387877,2024-12-03 23:14:00,2024-12-03 23:14:00,XSV,recovery_SMD_DV02_B02
