First_lat,First_long,End_lat,End_long,First_time,End_time,Instrument,Coments
-6.4180257,35.921066,-6.4179257,35.921166,17-01-2024 21:54:00,17-01-2024 21:54,XBT,XBT02
-5.0310442,36.137985,-5.0309442,36.138085,18-01-2024 09:26:00,18-01-2024 9:26,XBT,XBT03
-5.071343,36.217384,-5.071243,36.217484,18-01-2024 14:18:00,18-01-2024 14:18,XBT,XBT04
-5.0369507,36.1912623,-5.0368507,36.1913623,18-01-2024 21:07:00,18-01-2024 21:07,XBT,XBT05
-5.0561758,36.1325518,-5.0560758,36.1326518,19-01-2024 01:09:00,19-01-2024 1:09,XBT,XBT06
-7.6358745,36.1729535,-7.6357745,36.1730535,17-01-2024 16:28:00,17-01-2024 16:28,obs_sismica_pasiva,OBS01_ALBORAN_SAFE
-7.3444912,36.0962247,-7.3443912,36.0963247,17-01-2024 17:50:00,17-01-2024 17:50,obs_sismica_pasiva,OBS02_ALBORAN_SAFE
-5.0310085,36.1319633,-5.0309085,36.1320633,18-01-2024 09:38:00,18-01-2024 9:38,obs_sismica_pasiva,OBS03_ALBORAN_SAFE
-5.0340028,36.0466928,-5.0339028,36.0467928,18-01-2024 12:02:00,18-01-2024 12:02,obs_sismica_pasiva,OBS04_ALBORAN_SAFE
-5.0484877,35.9912632,-5.0483877,35.9913632,19-01-2024 09:52:00,19-01-2024 9:52,XBT,XBT07
-5.0609967,36.0833405,-5.0608967,36.0834405,19-01-2024 16:06:00,19-01-2024 16:06,XBT,XBT08
-15.0080363,29.2168643,-15.0079363,29.2169643,22-01-2024 20:59:00,22-01-2024 20:59,obs_sismica_pasiva,OBS_UTM03
-15.3983362,28.9020587,-15.3982362,28.9021587,22-01-2024 23:41:00,22-01-2024 23:41,XBT,XBT09
-16.3699212,27.6299888,-16.3698212,27.6300888,23-01-2024 09:09:00,23-01-2024 9:09,obs_sismica_pasiva,OBS_UTM08
-16.420837,27.6696655,-16.420737,27.6697655,23-01-2024 12:16:00,23-01-2024 12:16,obs_sismica_pasiva,OBS_UTM05
-16.3106787,27.6003087,-16.3105787,27.6004087,23-01-2024 20:20:00,23-01-2024 20:20,XBT,XBT_10
-16.4012718,27.653778,-16.4011718,27.653878,23-01-2024 23:39:00,23-01-2024 23:39,obs_sismica_pasiva,OBS_UTM09
-16.4578925,27.7269928,-16.4577925,27.7270928,24-01-2024 09:49:00,24-01-2024 9:49,obs_sismica_pasiva,OBS_UTM02
-16.3541817,27.8306303,-16.3540817,27.8307303,25-01-2024 10:17:00,25-01-2024 10:17,XBT,XBT_11
-16.0431365,28.0898997,-16.0430365,28.0899997,26-01-2024 10:58:00,26-01-2024 10:58,XBT,XBT_12
-16.3572427,27.7900677,-16.3571427,27.7901677,26-01-2024 18:22:00,26-01-2024 18:22,obs_sismica_pasiva,OBS_UTM10
-16.3836553,28.0400978,-16.3835553,28.0401978,25-01-2024 18:40:00,25-01-2024 18:40,obs_sismica_pasiva,OBS_UTM06
-15.6171067,28.397179,-15.6170067,28.397279,28-01-2024 11:19:00,28-01-2024 11:19,XBT,XBT_13
-15.815782,28.5134035,-15.815682,28.5135035,29-01-2024 12:50:00,29-01-2024 12:50,XBT,XBT_14
-15.9839768,28.529674,-15.9838768,28.529774,31-01-2024 11:18:00,31-01-2024 11:18,XBT,XBT_15
-16.1266597,28.5050002,-16.1265597,28.5051002,02-02-2024 10:57:00,02-02-2024 10:57,XBT,XBT_16
-16.2436508,28.463608,-16.2435508,28.463708,02-02-2024 14:28:00,02-02-2024 14:28,obs_sismica_pasiva,OBS_UTM01
-16.2436347,28.4635618,-16.2435347,28.4636618,02-02-2024 16:19:00,02-02-2024 16:19,obs_sismica_pasiva,OBS_UTM07
-16.19941,28.4276127,-16.19931,28.4277127,02-02-2024 21:52:00,02-02-2024 21:52,XBT,XBT_17
-16.446444,27.5633722,-16.446344,27.5634722,03-02-2024 12:45:00,03-02-2024 12:45,XBT,XBT_18
-16.3956487,28.1409355,-16.3955487,28.1410355,04-02-2024 11:23:00,04-02-2024 11:23,XBT,XBT_19
-15.1453968,28.4724092,-15.1452968,28.4725092,05-02-2024 09:44:00,05-02-2024 9:44,XBT,XBT_20
-15.156237,28.4000138,-15.156137,28.4001138,06-02-2024 10:35:00,06-02-2024 10:35,obs_sismica_pasiva,OBS_GEOMAR05
-15.3914478,28.3202147,-15.3913478,28.3203147,06-02-2024 17:51:00,06-02-2024 17:51,obs_sismica_pasiva,OBS_GEOMAR01
-15.0707777,28.3596963,-15.0706777,28.3597963,06-02-2024 21:51:00,06-02-2024 21:51,obs_sismica_pasiva,OBS_GEOMAR02
-16.0239347,27.8896808,-16.0238347,27.8897808,07-02-2024 09:04:00,07-02-2024 9:04,XBT,XBT_21
-16.2299932,27.8698868,-16.2298932,27.8699868,07-02-2024 11:33:00,07-02-2024 11:33,obs_sismica_pasiva,OBS_GEOMAR04
-15.8342775,28.1550517,-15.8341775,28.1551517,07-02-2024 14:11:00,07-02-2024 14:11,obs_sismica_pasiva,OBS_GEOMAR03
-15.8523912,28.1192455,-15.8522912,28.1193455,07-02-2024 16:04:00,07-02-2024 16:04,obs_sismica_pasiva,OBS_UTM04
-15.052859,27.5891802,-15.052759,27.5892802,08-02-2024 12:03:00,08-02-2024 12:03,XBT,XBT_22
-14.8559095,27.4834862,-14.8558095,27.4835862,08-02-2024 15:36:00,08-02-2024 15:36,obs_sismica_pasiva,OBS_GEOMAR06
-15.0643053,27.771559,-15.0642053,27.771659,09-02-2024 09:43:00,09-02-2024 9:43,XBT,XBT_23
-14.7781242,27.642629,-14.7780242,27.642729,09-02-2024 15:48:00,09-02-2024 15:48,obs_sismica_pasiva,OBS_UTM11
-15.1330428,27.7482753,-15.1329428,27.7483753,09-02-2024 18:42:00,09-02-2024 18:42,XBT,XBT_24
-15.333206,28.1201032,-15.333106,28.1202032,10-02-2024 18:32:00,10-02-2024 18:32,XBT,XSV_25
-14.9464992,27.781924,-14.9463992,27.782024,11-02-2024 11:07:00,11-02-2024 11:07,XBT,XSV_26
-15.1063247,28.2807147,-15.1062247,28.2808147,12-02-2024 09:23:00,12-02-2024 9:23,XBT,XSV_27
,,,,,,,
