First_lat,First_long,End_lat,End_long,First_time,End_time,Instrument,Coments
-3.4794282,36.631466,-3.4793282,36.631566,14/03/2024 14:45,14/03/2024 14:45,rov,Recovery_of_SMD24_DV04_C01
-3.5106525,36.5614758,-3.5105525,36.5615758,14/03/2024 15:24,14/03/2024 15:24,rov,Recovery_of_SMD24_DV04_B01
-3.5123707,36.557683,-3.5122707,36.557783,14/03/2024 15:26,14/03/2024 15:26,rov,Recovery_of_SMD24_DV04_B02
-3.5145272,36.545732,-3.5144272,36.545832,14/03/2024 15:34,14/03/2024 15:34,rov,Recovery_of_SMD24_DV04_B03
-3.5135693,36.5438107,-3.5134693,36.5439107,14/03/2024 15:36,14/03/2024 15:36,rov,Recovery_of_SMD24_DV04_B04
-3.5099388,36.5409568,-3.5098388,36.5410568,14/03/2024 17:03,14/03/2024 17:03,rov,Recovery_of_SMD24_DV04_S01
-3.5099372,36.5409588,-3.5098372,36.5410588,14/03/2024 17:25,14/03/2024 17:25,rov,Recovery_of_SMD24_DV04_C02
-3.509941,36.5409642,-3.509841,36.5410642,14/03/2024 19:12,14/03/2024 19:12,rov,Recovery_of_SMD24_DV04_R01
-3.5099445,36.540964,-3.5098445,36.541064,14/03/2024 19:19,14/03/2024 19:19,rov,Recovery_of_SMD24_DV04_C03
-3.4914107,36.541694,-3.4913107,36.541794,14/03/2024 19:58,14/03/2024 19:58,rov,Recovery_of_SMD24_DV04_B05
-3.4857113,36.5414872,-3.4856113,36.5415872,14/03/2024 20:11,14/03/2024 20:11,rov,Recovery_of_SMD24_DV04_B06
-3.4857078,36.5414935,-3.4856078,36.5415935,14/03/2024 20:59,14/03/2024 20:59,rov,Recovery_of_SMD24_DV04_C04
-3.4857115,36.5414993,-3.4856115,36.5415993,14/03/2024 21:12,14/03/2024 21:12,rov,End_of_rov_dive_04
-3.485713,36.5414957,-3.485613,36.5415957,14/03/2024 21:32,14/03/2024 21:32,rov,Rov_on_board
-3.6001277,36.6984,-3.6000277,36.6985,15/03/2024 3:06,15/03/2024 3:06,auv,Start_of_AUV_dive_06
-3.486308,36.6199733,-3.4823663,36.6262838,14/03/2024 2:19,14/03/2024 2:26,sonda_multihaz,AVSP_02
-3.600158,36.532185,-3.4478037,36.6984375,14/03/2024 23:19,15/03/2024 0:13,sonda_multihaz,Mutlibeam_L02
-3.4857138,36.5414877,-3.485701,36.5415202,14/03/2024 22:18,14/03/2024 23:11,sonda_multihaz,Multibeam_L01
-3.5425485,36.6630322,-3.4775387,36.6658572,15/03/2024 0:34,15/03/2024 1:28,sonda_multihaz,Multibean_L03
-4.4221237,36.711464,-4.4221172,36.7114685,17/03/2024 14:45,17/03/2024 14:59,COR,VC01
-4.422123,36.7114602,-4.4221152,36.7114657,17/03/2024 15:35,17/03/2024 15:48,COR,VC02
-4.4221212,36.7114617,-4.4221167,36.7114647,17/03/2024 16:27,17/03/2024 16:43,COR,VC03
-4.4221248,36.7114593,-4.4221183,36.7114622,17/03/2024 17:43,17/03/2024 17:55,COR,VC04A
-4.4221208,36.7114628,-4.4221173,36.7114678,17/03/2024 18:21,17/03/2024 18:32,COR,VC04B
-4.4221225,36.7114565,-4.4221148,36.711466,17/03/2024 20:38,17/03/2024 21:08,COR,GC01A
-4.4221193,36.6801937,-4.3986175,36.7128088,17/03/2024 21:27,17/03/2024 21:55,COR,GC01B
-3.9164133,36.5787687,-3.53279,36.7120847,17/03/2024 23:58,18/03/2024 0:09,COR,GC02A
-3.6142687,36.6152403,-3.6007653,36.7161282,18/03/2024 0:39,18/03/2024 1:04,COR,GC02B
-3.6269103,36.6444707,-3.6268973,36.6444845,18/03/2024 1:44,18/03/2024 2:05,COR,GC03A
-3.626904,36.6444757,-3.6268928,36.6444835,18/03/2024 2:20,18/03/2024 2:42,COR,GC03B
-4.322047,36.5787687,-3.53279,36.7120847,17/03/2024 22:16,18/03/2024 22:54,COR,BC01
-3.6269128,36.644475,-3.6269,36.6444863,18/03/2024 3:10,18/03/2024 3:26,COR,BC02
-3.6172088,36.6511138,-3.6171868,36.651123,18/03/2024 4:00,18/03/2024 4:17,COR,GC4A
-3.617202,36.6511147,-3.6171938,36.6511283,18/03/2024 4:46,18/03/2024 5:03,COR,GC4B
-3.589223,36.660424,-3.5892097,36.660438,18/03/2024 5:39,18/03/2024 6:00,COR,BC03
-3.5334577,36.7015028,-3.5334468,36.7015113,18/03/2024 7:32,18/03/2024 7:48,COR,VC05
-3.5352552,36.6990303,-3.5352395,36.6990355,18/03/2024 8:17,18/03/2024 8:29,COR,VC06
-3.5390862,36.6938495,-3.539072,36.6938638,18/03/2024 8:58,18/03/2024 9:12,COR,VC07
-3.6091255,36.6692808,-3.6091162,36.6692953,18/03/2024 9:50,18/03/2024 10:07,COR,BC04
-3.6091318,36.6692815,-3.6091162,36.6692915,18/03/2024 10:32,18/03/2024 10:50,red,MULNET01
-3.6057642,36.67735,-3.6057642,36.67735,18/03/2024 11:39,18/03/2024 11:41,red,MANTANET01
-3.6007748,36.7161252,-3.6007625,36.7161302,18/03/2024 12:25,18/03/2024 12:36,COR,VC08
-3.6269047,36.6444772,-3.6268943,36.644483,18/03/2024 14:12,18/03/2024 14:28,COR,VC09
-3.6269128,36.644475,-3.6269028,36.6444863,18/03/2024 15:15,18/03/2024 15:28,COR,VC10
-3.6172088,36.6511138,-3.6171868,36.651123,18/03/2024 16:03,18/03/2024 16:23,COR,VC11
-3.617202,36.6511147,-3.6051317,36.6553655,18/03/2024 16:53,18/03/2024 17:16,COR,VC12
-3.5892167,36.6604342,-3.5892103,36.66044,18/03/2024 17:59,18/03/2024 18:09,COR,VC13
-3.5400738,36.6934,-3.5352407,36.6990357,18/03/2024 20:29,18/03/2024 21:06,COR,GC05
-3.5390857,36.693864,-3.5389857,36.693964,18/03/2024 21:13,18/03/2024 21:13,COR,BC05
-3.6091318,36.6692802,-3.609117,36.6692933,18/03/2024 22:38,18/03/2024 23:11,COR,GC06A
-3.6252333,36.4870883,-3.5114287,36.7161377,18/03/2024 23:33,19/03/2024 0:10,COR,GC06B
-3.522042,36.5510015,-3.5118765,36.6949648,19/03/2024 0:58,19/03/2024 1:34,COR,GC07A
-3.5118877,36.5509913,-3.5118707,36.5510048,19/03/2024 1:47,19/03/2024 2:24,COR,GC07B
-3.511896,36.5509918,-3.5118712,36.5510075,19/03/2024 2:42,19/03/2024 3:24,COR,BC06
-3.5251523,36.6054152,-3.5251392,36.605425,19/03/2024 4:14,19/03/2024 4:46,COR,GC08A
-3.5313767,36.6713477,-3.5313642,36.671357,19/03/2024 6:30,19/03/2024 6:49,COR,BC07
-3.531825,36.6818202,-3.5318105,36.6818365,19/03/2024 8:27,19/03/2024 9:10,COR,VC14
-3.5313428,36.6713425,-3.5313308,36.6713522,19/03/2024 7:15,19/03/2024 7:37,red,MULNET2
-3.5317968,36.6735773,-3.5314803,36.6776022,19/03/2024 7:54,19/03/2024 8:03,red,MANTANET02
-3.530875,36.6833968,-3.5308492,36.6834058,19/03/2024 9:40,19/03/2024 10:03,COR,VC015
-3.5290732,36.6876407,-3.5290628,36.6876633,19/03/2024 10:38,19/03/2024 11:04,COR,VC016
-3.5248055,36.7021498,-3.5247897,36.7021582,19/03/2024 12:06,19/03/2024 12:18,COR,VC017
-3.5118793,36.550992,-3.5118743,36.5509993,19/03/2024 13:53,19/03/2024 14:06,COR,VC018
-3.511896,36.5509918,-3.511876,36.5510075,19/03/2024 14:40,19/03/2024 15:00,COR,VC019
-3.5239658,36.5510103,-3.5114287,36.592702,19/03/2024 15:27,19/03/2024 15:53,COR,VC020
-3.5251497,36.6054172,-3.5251418,36.605425,19/03/2024 16:25,19/03/2024 16:38,COR,VC021
-3.5251515,36.6054183,-3.5251485,36.6054223,19/03/2024 16:48,19/03/2024 16:46,COR,BC08
-3.5281628,36.6271767,-3.5271312,36.646117,19/03/2024 17:48,19/03/2024 17:56,COR,VC022
-3.5251498,36.6054212,-3.5251422,36.6054295,19/03/2024 17:11,19/03/2024 17:18,red,MANTANET03
-3.5313447,36.6524822,-3.528651,36.6713515,19/03/2024 19:48,19/03/2024 17:56,COR,VC022
-3.5313767,36.6713477,-3.531364,36.6713605,19/03/2024 18:25,19/03/2024 18:38,COR,VC023
-3.5318245,36.6818202,-3.5318105,36.6818365,19/03/2024 20:38,19/03/2024 21:12,COR,GC09_A
-3.5317997,36.6818632,-3.5308572,36.6835208,19/03/2024 21:15,19/03/2024 21:53,COR,GC09_B
-3.5290825,36.6876402,-3.5288463,36.6876585,19/03/2024 22:20,19/03/2024 22:53,COR,GC10_A
-3.5290787,36.6876447,-3.5247882,36.7024582,19/03/2024 23:05,19/03/2024 23:41,COR,BC09
-3.4894272,36.543039,-3.4894092,36.5430555,20/03/2024 1:37,20/03/2024 2:09,COR,GC11_A
-3.4894302,36.5430358,-3.4894158,36.5430505,20/03/2024 2:21,20/03/2024 3:00,COR,BC10
-3.4651228,36.5958115,-3.4651092,36.5958223,20/03/2024 3:49,20/03/2024 4:21,COR,GC12
-3.465122,36.5958132,-3.4651008,36.5958263,20/03/2024 4:33,20/03/2024 5:06,COR,BC11
-3.48407,36.6358138,-3.4840463,36.6358273,20/03/2024 5:59,20/03/2024 6:25,COR,GC13
-3.4798242,36.6878727,-3.4798088,36.687881,20/03/2024 7:21,20/03/2024 7:30,COR,VC024
-3.4726807,36.687782,-3.4726592,36.6877937,20/03/2024 8:03,20/03/2024 8:18,COR,VC025
-3.4554313,36.6879635,-3.455419,36.6879697,20/03/2024 8:47,20/03/2024 8:58,COR,VC026
-3.4242707,36.6789448,-3.4179815,36.6881022,20/03/2024 0:03,20/03/2024 0:55,red,MULNET3
-3.4520853,36.6879858,-3.4520853,36.6879858,20/03/2024 9:27,20/03/2024 9:30,COR,VC027
-3.4423453,36.688007,-3.4423283,36.6880197,20/03/2024 11:02,20/03/2024 11:11,COR,VC028
-3.4242727,36.6880927,-3.4242608,36.688107,20/03/2024 11:45,20/03/2024 12:04,COR,VC029
-3.417998,36.6789448,-3.4179815,36.6789543,20/03/2024 12:30,20/03/2024 12:45,COR,VC030
-3.4655258,36.5950098,-3.4651095,36.5958222,20/03/2024 15:39,20/03/2024 16:08,COR,BC12
-3.4846132,36.6341597,-3.4840452,36.6358237,20/03/2024 17:40,20/03/2024 17:55,sonda_multihaz,L04_(calibración)
-3.4840627,36.6358138,-3.4840463,36.6358257,20/03/2024 18:10,20/03/2024 18:24,sonda_multihaz,L05_(calibración)
-3.4861402,36.6627547,-3.4806678,36.6887213,20/03/2024 18:43,20/03/2024 19:07,sonda_multihaz,L06_(calibración)
-3.4798217,36.68772,-3.479077,36.687881,20/03/2024 19:23,20/03/2024 19:38,sonda_multihaz,L07_(calibración)
-3.4726807,36.687782,-3.4726638,36.6877937,20/03/2024 20:00,20/03/2024 20:09,sonda_multihaz,L08_(calibración)
-3.4726797,36.6877835,-3.4577617,36.6881825,20/03/2024 20:18,20/03/2024 20:35,sonda_multihaz,L09_(calibraci�??�?³n)
-3.666468,36.52069,-3.3585383,36.688107,20/03/2024 21:23,21/03/2024 0:01,sonda_multihaz,L10
-3.5883813,36.5129917,-3.371973,36.5598255,21/03/2024 0:23,21/03/2024 3:05,sonda_multihaz,L11
-3.646804,36.5436953,-3.3789808,36.5472212,21/03/2024 3:33,21/03/2024 6:06,sonda_multihaz,L12
-3.6503385,36.5325193,-3.3763202,36.533236,21/03/2024 6:30,21/03/2024 9:11,sonda_multihaz,L13
-3.596432,36.5212823,-3.3777117,36.5232098,21/03/2024 9:37,21/03/2024 11:51,sonda_multihaz,L14
-3.5948402,36.5129107,-3.5025012,36.56554,21/03/2024 12:19,21/03/2024 13:47,sonda_multihaz,L15
-3.4381832,36.541814,-3.3597415,36.5600853,21/03/2024 14:26,21/03/2024 15:41,sonda_multihaz,L16
-3.634346,36.5325583,-3.5977245,36.5328838,21/03/2024 18:39,21/03/2024 19:02,sonda_multihaz,L17
-3.5913,36.5212823,-3.4176125,36.5225495,21/03/2024 22:02,21/03/2024 23:48,SBP,L039
-3.9550023,36.472907,-3.4278695,36.7347863,21/03/2024 23:55,22/03/2024 1:11,SBP,L040b
-3.962444,36.701861,-3.866996,36.7226513,22/03/2024 1:28,22/03/2024 2:28,SBP,L041b
-3.8217112,36.6782658,-3.6636995,36.734324,22/03/2024 2:54,22/03/2024 4:39,SBP,L042
-3.8163478,36.6758893,-3.6706015,36.7279853,22/03/2024 4:43,22/03/2024 6:10,SBP,L043
-3.9601792,36.6989703,-3.8243943,36.7297058,22/03/2024 6:13,22/03/2024 7:38,SBP,L044
-3.9615985,36.6928457,-3.8247085,36.7244197,22/03/2024 7:55,22/03/2024 9:28,SBP,L045
-3.9256662,36.7014457,-3.6378402,36.7281267,22/03/2024 20:20,22/03/2024 22:28,SBP,L046
-3.9635012,36.6669957,-3.5113217,36.733281,22/03/2024 22:41,23/03/2024 0:20,SBP,L047
-3.7847812,36.7294857,-3.7847675,36.7295003,23/03/2024 1:19,23/03/2024 1:27,COR,BC13
-3.7283557,36.7107245,-3.7283312,36.7107358,23/03/2024 3:01,23/03/2024 3:10,COR,BC14
-3.7283808,36.7107155,-3.7283212,36.7107377,23/03/2024 3:31,23/03/2024 3:45,not_defined,Botella_Niskin
-3.7277947,36.687428,-3.7277498,36.6874525,23/03/2024 4:24,23/03/2024 4:37,COR,BC15
-3.7968307,36.7106315,-3.7968115,36.7106403,23/03/2024 5:40,23/03/2024 5:50,COR,BC16
-3.9558152,36.689412,-3.8208522,36.7204952,23/03/2024 6:22,23/03/2024 7:43,SBP,L48
-3.9551333,36.685065,-3.8263993,36.713652,23/03/2024 7:56,23/03/2024 9:37,SBP,L49
-3.8211105,36.7152772,-3.7795807,36.7332732,23/03/2024 9:39,23/03/2024 10:20,SBP,TVC31
-3.465122,36.5958132,-3.4651008,36.5958263,20/03/2024 16:20,20/03/2024 17:03,red,MULNET4
-3.4651132,36.5958065,-3.4618855,36.5974655,20/03/2024 17:10,20/03/2024 17:17,red,MANTA_NET_4
-3.779689,36.7332657,-3.7796725,36.7332792,23/03/2024 10:23,23/03/2024 10:37,COR,VC031
-3.779688,36.7332573,-3.7796697,36.733273,23/03/2024 10:50,23/03/2024 11:00,not_defined,BN05
-3.8222217,36.715495,-3.76112,36.7176403,23/03/2024 11:28,23/03/2024 14:00,SBP,L50
-3.757094,36.7075077,-3.7280453,36.7163313,23/03/2024 14:01,23/03/2024 14:48,SBP,LT50-51
-3.7283808,36.7107123,-3.7283193,36.7107517,23/03/2024 14:50,23/03/2024 15:46,SBP,L51A
-3.7475838,36.6874293,-3.7264958,36.71066,23/03/2024 15:47,23/03/2024 16:22,SBP,L51B
-3.7980817,36.6873527,-3.7268432,36.7117335,23/03/2024 16:46,23/03/2024 17:44,SBP,L52
-3.901093,36.7018882,-3.7956178,36.7217167,23/03/2024 17:58,23/03/2024 19:10,SBP,L53
-3.9341778,36.6946758,-3.9043097,36.7011157,23/03/2024 19:10,23/03/2024 19:30,SBP,LT53-54
-3.9635012,36.6846705,-3.8906778,36.6991508,23/03/2024 19:40,23/03/2024 20:47,SBP,L54
-3.8751472,36.7024422,-3.8621008,36.705541,23/03/2024 20:57,23/03/2024 21:08,SBP,LT54-55
-3.822737,36.7146638,-3.779593,36.7331252,23/03/2024 21:38,23/03/2024 22:04,SBP,L55
-3.7253747,36.6771567,-3.6723668,36.7068492,24/03/2024 0:53,24/03/2024 1:01,COR,BC17
-3.6214578,36.6874493,-3.5725482,36.7070698,24/03/2024 22:09,24/03/2024 23:05,SBP,L56
-3.7304412,36.6866988,-3.6612968,36.6878637,24/03/2024 23:28,24/03/2024 0:11,SBP,L57
-3.7425462,36.6795803,-3.7389192,36.6875528,24/03/2024 0:15,24/03/2024 0:31,SBP,LTBC17
-3.7545385,36.7077973,-3.7545157,36.7078105,24/03/2024 2:05,24/03/2024 2:15,COR,BC18A
-3.754549,36.7078125,-3.7545307,36.7078233,24/03/2024 2:25,24/03/2024 2:34,COR,BC18B
-3.8458222,36.6866437,-3.8245295,36.7377445,24/03/2024 4:02,24/03/2024 4:45,SBP,L58
-3.8664147,36.6830537,-3.8466212,36.7304288,24/03/2024 4:57,24/03/2024 5:35,SBP,L59
-3.8890847,36.6839413,-3.8706423,36.7274547,24/03/2024 5:49,24/03/2024 6:26,SBP,L60
-3.8964393,36.6750498,-3.890571,36.6910357,24/03/2024 6:48,24/03/2024 7:03,SBP,L61
-3.590347,36.7150908,-3.5903282,36.7151127,24/03/2024 9:00,24/03/2024 9:10,COR,VC32
-3.5679463,36.7078465,-3.567926,36.707933,24/03/2024 9:51,24/03/2024 10:03,COR,VC33
-3.7251798,36.6866988,-3.6292262,36.6878637,24/03/2024 11:08,24/03/2024 12:09,SBP,L62
-3.7438222,36.6779687,-3.7385007,36.6928643,24/03/2024 12:33,24/03/2024 15:15,SBP,L63
-3.8468045,36.7000713,-3.7623173,36.7407303,24/03/2024 15:21,24/03/2024 16:03,SBP,LT-64B
-3.8859368,36.6973412,-3.8524955,36.7339582,24/03/2024 17:07,24/03/2024 17:47,SBP,L64B
-3.8971297,36.6674165,-3.5892715,36.7326765,24/03/2024 18:17,24/03/2024 20:49,SBP,L65B
-3.5919778,36.68883,-3.567926,36.7151208,24/03/2024 21:08,24/03/2024 22:45,SBP,L66
-4.0779488,36.6691123,-3.4695647,36.7263682,24/03/2024 23:11,25/03/2024 23:39,SBP,L67
-3.6502865,36.6745338,-3.6392752,36.678347,25/03/2024 0:05,25/03/2024 0:29,SBP,L68
-3.9795712,36.6622808,-3.6531263,36.7142635,25/03/2024 0:58,25/03/2024 1:21,SBP,L69
-3.8928278,36.7143077,-3.8928075,36.7143208,25/03/2024 2:22,25/03/2024 2:30,COR,BC19A
-3.8928227,36.714307,-3.8928037,36.7143178,25/03/2024 2:40,25/03/2024 2:48,COR,BC19B
-3.7042248,36.707511,-3.7042148,36.707522,25/03/2024 4:14,25/03/2024 4:23,COR,BC20
-3.671879,36.706601,-3.6718637,36.7066143,25/03/2024 5:06,25/03/2024 5:15,COR,BC21
-3.5376345,36.7081087,-3.537622,36.708119,25/03/2024 6:30,25/03/2024 6:40,COR,VC34
-3.4710665,36.6699642,-3.4695647,36.6728927,25/03/2024 7:33,25/03/2024 7:41,not_defined,XBT09
-3.47141,36.6696828,-3.4713987,36.6696923,25/03/2024 8:21,25/03/2024 8:32,COR,BC22
-3.6401892,36.6783248,-3.6401702,36.6783397,25/03/2024 10:20,25/03/2024 10:43,COR,VC35
-3.4714097,36.669683,-3.4713942,36.6696975,25/03/2024 7:49,25/03/2024 8:11,red,MULNET5
-3.477584,36.6691123,-3.4765493,36.669209,25/03/2024 8:51,25/03/2024 8:54,red,MANTANET5
-3.9113715,36.6689195,-3.66704,36.7131997,25/03/2024 12:45,25/03/2024 13:56,SBP,L70
-3.9113715,36.6689195,-3.66704,36.7131997,25/03/2024 12:45,25/03/2024 13:56,SBP,L70
-3.8928332,36.7121653,-3.8843138,36.7143238,25/03/2024 14:17,25/03/2024 15:03,SBP,L71
-3.7853257,36.7057498,-3.7042198,36.711179,25/03/2024 15:35,25/03/2024 16:16,SBP,L73
-3.6720348,36.7067107,-3.537622,36.7081087,25/03/2024 18:31,25/03/2024 17:01,SBP,L74
