First_lat,First_long,End_lat,End_long,First_time,End_time,Instrument,Coments
-15.4988572,29.1477398,-15.4987572,29.1478398,15-02-2024 15:25:00,15-02-2024 15:25:00,CTD_ROS,CTD_FLUCARO_1
-15.5000122,29.1667003,-15.4999122,29.1668003,15-02-2024 18:08:00,15-02-2024 18:08:00,CTD_ROS,CTD_FLUCARO_2
-15.518049,29.1950612,-15.517949,29.1951612,15-02-2024 20:24:00,15-02-2024 20:24:00,CTD_ROS,CTD_FLUCARO_3
-15.4229143,29.1766577,-15.4228143,29.1767577,16-02-2024 00:42:00,16-02-2024 00:42:00,CTD_ROS,CTD_FLUCARO_4
-15.4927912,29.1961967,-15.4926912,29.1962967,16-02-2024 02:09:00,16-02-2024 02:09:00,CTD_ROS,CTD_FLUCARO_5
-15.4927837,29.182883,-15.4200948,29.1961935,16-02-2024 08:00:00,16-02-2024 14:15:00,boya_argos,FONDEO_2
-15.4218815,29.1611592,-15.4217815,29.1612592,16-02-2024 20:54:00,16-02-2024 20:54:00,CTD_ROS,CTD_FLUCARO_6
-15.431191,29.1582703,-15.431091,29.1583703,16-02-2024 23:35:00,16-02-2024 23:35:00,CTD_ROS,CTD_FLUCARO_8
,,,,,,,
